[typed-five-r3/b21_C] [gmean] 2026-07-21T15:50:23 out_dir=autoresearch/loop-260720-0945/typed_winner_round8_five/b21_C
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:50:23 budgets=iscas99__b21:628
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:50:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:50:23 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] torch_deterministic=true
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b21_C/exact_candidate_nodes.txt nodes=19520
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.923500
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=1 node=N12793 type=observe q_typed_reliable_context=2.528115 sequence=2.528115
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=2 node=N1674 type=control1 q_typed_reliable_context=3.978325 sequence=6.506440
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=3 node=N6742 type=control1 q_typed_reliable_context=1.344670 sequence=7.851110
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=4 node=N4025 type=control0 q_typed_reliable_context=1.596882 sequence=9.447992
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=5 node=N905 type=observe q_typed_reliable_context=1.132290 sequence=10.580283
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=6 node=N3444 type=control0 q_typed_reliable_context=1.742031 sequence=12.322314
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=7 node=N3447 type=control0 q_typed_reliable_context=1.869544 sequence=14.191857
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=8 node=N2715 type=control0 q_typed_reliable_context=1.926849 sequence=16.118707
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=9 node=N4039 type=control0 q_typed_reliable_context=3.002913 sequence=19.121620
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=10 node=N4041 type=control0 q_typed_reliable_context=3.436027 sequence=22.557647
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=11 node=N4045 type=control0 q_typed_reliable_context=4.523243 sequence=27.080890
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=12 node=N4043 type=control0 q_typed_reliable_context=3.234249 sequence=30.315139
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=13 node=N3453 type=control0 q_typed_reliable_context=2.821328 sequence=33.136467
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=14 node=N1442 type=observe q_typed_reliable_context=2.525423 sequence=35.661891
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=15 node=N4193 type=observe q_typed_reliable_context=2.327080 sequence=37.988971
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=16 node=N4197 type=observe q_typed_reliable_context=2.037800 sequence=40.026771
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=17 node=N4199 type=observe q_typed_reliable_context=1.797779 sequence=41.824550
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=18 node=N4211 type=observe q_typed_reliable_context=1.725433 sequence=43.549982
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=19 node=N4047 type=control0 q_typed_reliable_context=1.424527 sequence=44.974510
