[typed-five-r3/b17_C] [gmean] 2026-07-21T15:50:23 out_dir=autoresearch/loop-260720-0945/typed_winner_round8_five/b17_C
[typed-five-r3/b17_C] [gmean] 2026-07-21T15:50:23 budgets=iscas99__b17:994
[typed-five-r3/b17_C] [gmean] 2026-07-21T15:50:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b17_C] [gmean] 2026-07-21T15:50:23 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] torch_deterministic=true
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b17_C/exact_candidate_nodes.txt nodes=29334
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.925308
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=1 node=N2219 type=control1 q_typed_reliable_context=2.474693 sequence=2.474693
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=2 node=N14033 type=control1 q_typed_reliable_context=2.703735 sequence=5.178428
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=3 node=N5319 type=control0 q_typed_reliable_context=1.144848 sequence=6.323276
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=4 node=N6992 type=control0 q_typed_reliable_context=1.573171 sequence=7.896448
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=5 node=N6780 type=control0 q_typed_reliable_context=1.593117 sequence=9.489565
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=6 node=N2849 type=control0 q_typed_reliable_context=2.273970 sequence=11.763535
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=7 node=N13662 type=control0 q_typed_reliable_context=2.261206 sequence=14.024741
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=8 node=N16937 type=control0 q_typed_reliable_context=1.713222 sequence=15.737964
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=9 node=N12071 type=control0 q_typed_reliable_context=2.137820 sequence=17.875784
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=10 node=N11983 type=control0 q_typed_reliable_context=2.113454 sequence=19.989237
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=11 node=N7781 type=observe q_typed_reliable_context=2.660836 sequence=22.650073
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=12 node=N18172 type=control0 q_typed_reliable_context=1.465718 sequence=24.115791
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=13 node=N12015 type=control0 q_typed_reliable_context=2.558688 sequence=26.674479
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=14 node=N12055 type=control0 q_typed_reliable_context=2.485314 sequence=29.159793
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=15 node=N11975 type=control0 q_typed_reliable_context=2.666612 sequence=31.826405
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=16 node=N8089 type=observe q_typed_reliable_context=2.039436 sequence=33.865841
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=17 node=N12039 type=control0 q_typed_reliable_context=2.436249 sequence=36.302089
