step,node,type,q_pred,q_pred_mean,q_pred_std,q_pred_lcb,q_pred_context,score_pred,score_pred_mean,score_pred_std,score_pred_lcb,reward_pred,reward_pred_mean,reward_pred_std,reward_pred_lcb,reward_pred_context,fc_pred,pattern_pred,return_pred,return_pred_mean,return_pred_std,return_pred_lcb,guarded_reward,guarded_reward_mean,guarded_reward_std,guarded_reward_lcb,guarded_reward_context,hard_reduction_total_pred,hard_reduction_total_pred_mean,hard_reduction_total_pred_std,hard_reduction_total_pred_lcb,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,derived_hard_reduction_hybrid_pred_mean,derived_hard_reduction_hybrid_pred_std,derived_hard_reduction_hybrid_pred_lcb,hybrid_pred,hybrid_pred_mean,hybrid_pred_std,hybrid_pred_lcb,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_mean,bounded_residual_hybrid_pred_std,bounded_residual_hybrid_pred_lcb,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N12780,observe,1.255474328994751,1.255474328994751,0.8648509383201599,0.606836125254631,4.396642173826694,1.255474328994751,1.255474328994751,0.8648509383201599,0.606836125254631,0.21635030210018158,0.21635030210018158,0.16717438399791718,0.0909695141017437,4.046761955320835,0.002163503021001816,-0.5891163349151611,-0.06963008642196655,-0.06963008642196655,0.17646647989749908,-0.20197994634509087,-0.06963008642196655,-0.06963008642196655,0.17646647989749908,-0.20197994634509087,2.8559805393218993,0.0601678341627121,0.0601678341627121,0.05022955685853958,0.02249566651880741,-0.020231157541275024,0.014921311289072037,78181.21875,29991.71484375,48189.5,77293.3125,29912.03515625,47381.28125,0.011357027105987072,0.0026567233726382256,0.016771677881479263,0.2428104132413864,0.2428104132413864,2.84765625,-1.8929317742586136,6.163503646850586,6.163503646850586,5.328008651733398,2.167497158050537,2.7101497334241866,6.053463459014893,6.053463459014893,5.099216938018799,2.2290507555007935,2.6912350338697433,0.606836125254631,0.606836125254631,0.606836125254631,greedy,0.606836125254631,0.0,heuristic_recall_pool
2,N1707,observe,0.9918177723884583,0.9918177723884583,0.8612315654754639,0.34589409828186035,2.551851432415424,0.9918177723884583,0.9918177723884583,0.8612315654754639,0.34589409828186035,0.298373818397522,0.298373818397522,0.3623337745666504,0.02662348747253418,2.8235074002470357,0.0029837381839752197,-0.5316479206085205,-0.07312514632940292,-0.07312514632940292,0.18593361973762512,-0.21257536113262177,-0.07568127661943436,-0.07568127661943436,0.18634770810604095,-0.21544205769896507,1.4761990362405775,0.044125765562057495,0.044125765562057495,0.05327923968434334,0.004166335798799992,-0.03702814131975174,-0.017168372869491577,77294.0234375,29912.603515625,47381.41796875,77395.0,30209.32421875,47185.6796875,-0.001306395512074232,-0.009919588454067707,0.004131119232624769,0.1920536905527115,0.1920536905527115,0.2731545865535736,-0.01281224936246872,4.637825012207031,4.637825012207031,5.835127830505371,0.26147913932800293,2.1686186632514,4.468888282775879,4.468888282775879,5.454701900482178,0.3778618574142456,2.1505110105872154,0.34589409828186035,0.9527302235364914,0.9527302235364914,greedy,0.34589409828186035,0.0,heuristic_recall_pool
3,N12787,observe,1.1092314720153809,1.1092314720153809,0.7949861884117126,0.5129918307065964,1.9368676401674745,1.1092314720153809,1.1092314720153809,0.7949861884117126,0.5129918307065964,0.406240850687027,0.406240850687027,0.45245787501335144,0.0668974444270134,1.745310766249895,0.00406240850687027,-0.5054334402084351,-0.04501888155937195,-0.04501888155937195,0.15586073696613312,-0.1619144342839718,-0.04501888155937195,-0.04501888155937195,0.15586073696613312,-0.1619144342839718,2.132565659582615,0.0390552394092083,0.0390552394092083,0.0469384640455246,0.00385139137506485,-0.028439350426197052,-0.01258966326713562,77393.6953125,30208.130859375,47185.5625,77275.3515625,30224.60546875,47050.74609375,0.0015291136223822832,-0.0005453700432553887,0.00285715376958251,0.5290413498878479,0.5290413498878479,0.2789441645145416,0.3198332265019417,4.2667460441589355,4.2667460441589355,5.279951095581055,0.30678272247314453,1.5225882813334466,3.9958293437957764,3.9958293437957764,4.840343475341797,0.3655717372894287,1.4884051367640496,0.5129918307065964,1.4657220542430878,1.4657220542430878,greedy,0.5129918307065964,0.0,heuristic_recall_pool
4,N12792,observe,1.213457703590393,1.213457703590393,0.8823553323745728,0.5516912043094635,1.6047302126884462,1.213457703590393,1.213457703590393,0.8823553323745728,0.5516912043094635,0.4983932077884674,0.4983932077884674,0.5383388996124268,0.09463903307914734,1.1245610266923904,0.004983932077884674,-0.49239063262939453,-0.05007892847061157,-0.05007892847061157,0.15905529260635376,-0.1693703979253769,-0.05007892847061157,-0.05007892847061157,0.15905529260635376,-0.1693703979253769,0.8800317806005478,0.03915669396519661,0.03915669396519661,0.0435953363776207,0.006460191681981087,-0.02026769146323204,-0.005514070391654968,77275.53125,30224.76171875,47050.7734375,77085.4140625,30136.03125,46949.3828125,0.0024602508638054132,0.0029356880113482475,0.002154919318854809,0.5258049368858337,0.5258049368858337,0.2344350963830948,0.34997861459851265,4.363983631134033,4.363983631134033,5.027076244354248,0.5936764478683472,1.4836457280814648,4.027748107910156,4.027748107910156,4.526215553283691,0.6330864429473877,1.5033035783469677,0.5516912043094635,2.0174132585525513,2.0174132585525513,greedy,0.5516912043094635,0.0,heuristic_recall_pool
5,N1718,observe,1.3116846084594727,1.3116846084594727,0.9347102642059326,0.6106519103050232,1.785542231798172,1.3116846084594727,1.3116846084594727,0.9347102642059326,0.6106519103050232,0.5747519135475159,0.5747519135475159,0.6428873538970947,0.09258639812469482,1.600819194316864,0.005747519135475158,-0.47919800877571106,-0.009091903455555439,-0.009091903455555439,0.16555368900299072,-0.13325717020779848,-0.050311118364334106,-0.050311118364334106,0.16079120337963104,-0.1709045208990574,1.4665562427043914,0.027547702193260193,0.027547702193260193,0.05402423441410065,-0.012970473617315292,-0.06562414765357971,-0.026081204414367676,77086.640625,30137.1015625,46949.53515625,76981.96875,30047.30078125,46934.6640625,0.0013578471262007952,0.002979741897433996,0.00031674635829403996,0.6327763199806213,0.6327763199806213,0.38113582134246826,0.34692445397377014,3.3204305171966553,3.3204305171966553,6.131652355194092,-1.2783087491989136,1.5229184535145759,2.8961851596832275,2.8961851596832275,5.584487438201904,-1.2921804189682007,1.5099924710392951,0.6106519103050232,2.6280651688575745,2.6280651688575745,greedy,0.6106519103050232,0.0,heuristic_recall_pool
6,N12789,observe,1.6645714044570923,1.6645714044570923,1.1720209121704102,0.7855557203292847,2.714113235473633,1.6645714044570923,1.6645714044570923,1.1720209121704102,0.7855557203292847,0.7219655513763428,0.7219655513763428,0.7909020781517029,0.1287889927625656,2.4612135022878645,0.007219655513763428,-0.49155351519584656,-0.0659015104174614,-0.0659015104174614,0.16371989250183105,-0.1886914297938347,-0.0659015104174614,-0.0659015104174614,0.16371989250183105,-0.1886914297938347,1.3559669059514996,0.04409721866250038,0.04409721866250038,0.0428309366106987,0.011974016204476357,-0.010242553427815437,0.003976788371801376,76981.25,30046.697265625,46934.5546875,76830.90625,29957.7265625,46873.17578125,0.00195299182087183,0.002961080987006426,0.0013077551266178489,0.8730581402778625,0.8730581402778625,0.7011052370071411,0.3472292125225067,5.065785884857178,5.065785884857178,5.196392059326172,1.1684918403625488,2.2631747716665265,4.573737621307373,4.573737621307373,4.5106282234191895,1.190766453742981,2.339503645300865,0.7855557203292847,3.413620889186859,3.413620889186859,greedy,0.7855557203292847,0.0,heuristic_recall_pool
7,N1706,observe,1.5908013582229614,1.5908013582229614,1.1171327829360962,0.7529517710208893,2.0702942460775375,1.5908013582229614,1.5908013582229614,1.1171327829360962,0.7529517710208893,0.7252111434936523,0.7252111434936523,0.8480811715126038,0.08915026485919952,1.45172026604414,0.007252111434936524,-0.45947209000587463,-0.051734041422605515,-0.051734041422605515,0.14618752896785736,-0.16137468814849854,-0.09429570287466049,-0.09429570287466049,0.13437238335609436,-0.19507499039173126,0.43802464351058007,0.029888371005654335,0.029888371005654335,0.05097441002726555,-0.008342436514794827,-0.05956699699163437,-0.020919715985655785,76831.703125,29958.390625,46873.30859375,76732.0859375,29867.654296875,46864.4296875,0.0012965635396540165,0.003028745064511895,0.0001894235028885305,0.23704594373703003,0.23704594373703003,0.24619236588478088,0.052401669323444366,3.6623144149780273,3.6623144149780273,6.0057373046875,-0.8419885635375977,1.2519380266033113,3.1572065353393555,3.1572065353393555,5.324264049530029,-0.8359915018081665,1.2953034455142916,0.7529517710208893,4.166572660207748,4.166572660207748,greedy,0.7529517710208893,0.0,heuristic_recall_pool
8,N1678,observe,1.4760993719100952,1.4760993719100952,1.052701473236084,0.6865732669830322,1.264666887652129,1.4760993719100952,1.4760993719100952,1.052701473236084,0.6865732669830322,0.6437161564826965,0.6437161564826965,0.8067817687988281,0.03862982988357544,0.9382757539860903,0.006437161564826965,-0.5152322053909302,-0.12021911144256592,-0.12021911144256592,0.10343985259532928,-0.19779900088906288,-0.15900428593158722,-0.15900428593158722,0.1019139438867569,-0.2354397438466549,0.9495146733522415,0.019232923164963722,0.019232923164963722,0.06242377310991287,-0.027584906667470932,-0.1131773293018341,-0.03629360720515251,76730.5546875,29866.080078125,46864.47265625,76669.625,29836.548828125,46833.078125,0.0007940733339637518,0.000988788902759552,0.0006699004443362355,0.08203458040952682,0.08203458040952682,0.3086642622947693,-0.14946361631155014,2.446789503097534,2.446789503097534,7.0814738273620605,-2.8643158674240112,0.96007232517004,2.054166555404663,2.054166555404663,6.451714992523193,-2.784619688987732,0.9252052173018455,0.6865732669830322,4.853145927190781,4.853145927190781,greedy,0.6865732669830322,0.0,heuristic_recall_pool
9,N12794,observe,1.6841983795166016,1.6841983795166016,1.2247865200042725,0.7656084895133972,2.7422231501340866,1.6841983795166016,1.6841983795166016,1.2247865200042725,0.7656084895133972,0.7538592219352722,0.7538592219352722,0.8349488377571106,0.12764759361743927,3.228538545966148,0.007538592219352722,-0.4814593195915222,-0.13516831398010254,-0.13516831398010254,0.09836572408676147,-0.20894260704517365,-0.13516831398010254,-0.13516831398010254,0.09836572408676147,-0.20894260704517365,3.2856341585516926,0.042770493775606155,0.042770493775606155,0.04403308779001236,0.009745677933096886,-0.018582893535494804,-0.00043062493205070496,76670.484375,29837.544921875,46832.94140625,76566.0234375,29759.373046875,46806.6484375,0.0013624661369249225,0.0026199165731668472,0.000561420398298651,0.3231198787689209,0.3231198787689209,0.22940394282341003,0.15106692165136337,4.895740032196045,4.895740032196045,5.28937292098999,0.9287103414535522,2.8783116304874423,4.431722164154053,4.431722164154053,4.624461650848389,0.9633759260177612,2.8670682394504547,0.7656084895133972,5.618754416704178,5.618754416704178,greedy,0.7656084895133972,0.0,heuristic_recall_pool
10,N1681,observe,1.647732138633728,1.647732138633728,1.1693856716156006,0.7706928849220276,1.6510638162493705,1.647732138633728,1.647732138633728,1.1693856716156006,0.7706928849220276,0.6166245341300964,0.6166245341300964,1.0665335655212402,-0.18327564001083374,1.5113631069660185,0.006166245341300964,-0.29089510440826416,-0.18715143203735352,-0.18715143203735352,0.09063111990690231,-0.25512477196753025,-0.30665895342826843,-0.30665895342826843,0.2138044387102127,-0.46701228246092796,0.9519677546620369,0.013621699996292591,0.013621699996292591,0.0687321126461029,-0.03792738448828459,-0.07300236076116562,-0.0976942628622055,76565.8359375,29759.0078125,46806.828125,76507.359375,29704.423828125,46802.9375,0.0007637422531843185,0.0018342004623264074,8.312088903039694e-05,0.2549726963043213,0.2549726963043213,0.2263689935207367,0.08519595116376877,1.7916431427001953,1.7916431427001953,8.00170612335205,-4.209636449813843,0.9605813504755497,1.4695380926132202,1.4695380926132202,7.1549530029296875,-3.8966766595840454,0.9342037917673588,0.7706928849220276,6.3894473016262054,6.3894473016262054,greedy,0.7706928849220276,0.0,heuristic_recall_pool
11,N1680,observe,1.5855308771133423,1.5855308771133423,0.9231517314910889,0.8931670784950256,1.2711621835827827,1.5855308771133423,1.5855308771133423,0.9231517314910889,0.8931670784950256,0.5380826592445374,0.5380826592445374,0.9599948525428772,-0.18191348016262054,0.9661380979418754,0.005380826592445373,-0.28956833481788635,-0.2000899314880371,-0.2000899314880371,0.07999853789806366,-0.26008883491158485,-0.32165277004241943,-0.32165277004241943,0.20668160915374756,-0.4766639769077301,0.7200636717677116,0.009880940429866314,0.009880940429866314,0.06542398035526276,-0.03918704483658075,-0.07577209919691086,-0.10192212462425232,76507.40625,29704.484375,46802.92578125,76442.828125,29645.51171875,46797.3203125,0.0008440767996944487,0.001985311508178711,0.00011976748646702617,0.1849806308746338,0.1849806308746338,0.5107213258743286,-0.19806036353111267,1.3260866403579712,1.3260866403579712,7.550680637359619,-4.336923837661743,0.8025084799528122,1.0725921392440796,1.0725921392440796,6.794120788574219,-4.0229984521865845,0.8015582031011581,0.8931670784950256,7.282614380121231,7.282614380121231,greedy,0.8931670784950256,0.0,heuristic_recall_pool
