line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_15___aig_and_65244 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___aig_and_65244,__tpi_cp_15___aig_and_65244,1,undetected,__tpi_cp_15___aig_and_65244,__tpi_cp_15___aig_and_65244,__tpi_cp_15___aig_and_65244,sa1,1
2,test_en->__tpi_cp_17___aig_and_65241 /0 undetected,input_edge,test_en,__tpi_cp_17___aig_and_65241,__tpi_cp_17___aig_and_65241,0,undetected,__tpi_cp_17___aig_and_65241,__tpi_cp_17___aig_and_65241,__tpi_cp_17___aig_and_65241,sa0,1
3,__aig_not_60405 /1 undetected,output,,__aig_not_60405,__aig_not_60405,1,undetected,__aig_not_60405,__aig_not_60405,__aig_not_60405,sa1,1
4,test_en->__tpi_cp_2_quotient_6_ /0 undetected,input_edge,test_en,__tpi_cp_2_quotient_6_,__tpi_cp_2_quotient_6_,0,undetected,__tpi_cp_2_quotient_6_,__tpi_cp_2_quotient_6_,__tpi_cp_2_quotient_6_,sa0,1
5,test_en->__tpi_cp_19___aig_not_56460 /0 undetected,input_edge,test_en,__tpi_cp_19___aig_not_56460,__tpi_cp_19___aig_not_56460,0,undetected,__tpi_cp_19___aig_not_56460,__tpi_cp_19___aig_not_56460,__tpi_cp_19___aig_not_56460,sa0,1
6,__aig_not_56407 /1 undetected,output,,__aig_not_56407,__aig_not_56407,1,undetected,__aig_not_56407,__aig_not_56407,__aig_not_56407,sa1,1
7,__buf_split_34464 /1 undetected,output,,__buf_split_34464,__buf_split_34464,1,undetected,__buf_split_34464,__buf_split_34464,__buf_split_34464,sa1,1
8,__buf_split_34463 /1 undetected,output,,__buf_split_34463,__buf_split_34463,1,undetected,__buf_split_34463,__buf_split_34463,__buf_split_34463,sa1,1
9,__aig_not_56402 /1 undetected,output,,__aig_not_56402,__aig_not_56402,1,undetected,__aig_not_56402,__aig_not_56402,__aig_not_56402,sa1,1
10,__aig_not_56400 /1 undetected,output,,__aig_not_56400,__aig_not_56400,1,undetected,__aig_not_56400,__aig_not_56400,__aig_not_56400,sa1,1
11,__tpi_not_test_en->__tpi_cp_7___aig_not_56392 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,1,undetected,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,sa1,1
